request,su,sg,sr,si,sz,PS_g,PS_r,PS_i,PS_z,PS_y
Gaia DR2 110181373025187328,0,0,0,0,0,16.549601,16.695801,16.858101,17.0439,17.1668
Gaia DR2 1102382143399269632,20.693,19.259,18.633,18.424,18.337,19.173,18.6558,18.408001,18.343201,18.295601
Gaia DR2 1102843766484141696,21.877,20.061,19.059,18.668,18.487,19.9084,19.049999,18.6847,18.5513,18.49
Gaia DR2 1104711321343372032,0,0,0,0,0,18.1509,18.0679,18.088499,18.173,18.2292
Gaia DR2 1106198926215614592,0,0,0,0,0,19.954399,19.175301,18.8367,18.7404,18.6789
Gaia DR2 1106815275498845440,0,0,0,0,0,20.3531,19.5478,19.1786,19.0441,18.953899
Gaia DR2 1107525796233028224,0,0,0,0,0,19.184,18.761101,18.600201,18.5616,18.5343
Gaia DR2 1107991031389336832,0,0,0,0,0,19.176001,18.874701,18.7798,18.7862,18.785801
Gaia DR2 1108008241319231616,0,0,0,0,0,18.9396,18.6164,18.508301,18.5082,18.4935
Gaia DR2 1108133482565575808,0,0,0,0,0,19.5555,18.825399,18.5278,18.3965,18.411699
Gaia DR2 1108318685852985344,0,0,0,0,0,19.232599,18.9305,18.8932,18.888201,18.945499
Gaia DR2 110835311863083520,0,0,0,0,0,16.6812,16.7155,16.812099,16.931601,17.039801
Gaia DR2 1108654139977900800,0,0,0,0,0,17.9702,17.6408,17.5396,17.5233,17.5289
Gaia DR2 1109099132950635776,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1109924900541714304,0,0,0,0,0,19.14590073,18.68540001,18.4810009,18.42210007,18.26810074
Gaia DR2 1110464588950126720,0,0,0,0,0,18.0254,17.834101,17.787701,17.8025,17.726601
Gaia DR2 1110759459929880704,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1111382608148401792,0,0,0,0,0,19.8869,19.3528,19.1215,18.9891,18.912201
Gaia DR2 1111549188454173696,0,0,0,0,0,17.867201,17.7666,17.7857,17.8459,17.877701
Gaia DR2 1112346261367281792,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1112636498076982912,0,0,0,0,0,18.4764,18.319099,18.402201,18.5131,18.517799
Gaia DR2 1113063830143379968,0,0,0,0,0,19.465,19.021,18.9333,18.937401,18.9034
Gaia DR2 1113518100244581376,0,0,0,0,0,18.3925,18.244699,18.245399,18.2873,18.301901
Gaia DR2 1114054838014073984,0,0,0,0,0,17.278,17.05,16.96,16.983,16.975
Gaia DR2 1114757975697859456,0,0,0,0,0,19.320801,18.875999,18.727501,18.677299,18.6401
Gaia DR2 1114813977776610944,0,0,0,0,0,17.612801,17.773399,17.997,18.2066,18.3741
Gaia DR2 1115546944012493696,0,0,0,0,0,17.1863,16.932699,16.870399,16.8922,16.910299
Gaia DR2 1115696885613749504,0,0,0,0,0,18.796,18.335899,18.1504,18.1168,18.061899
Gaia DR2 1115956542156531456,0,0,0,0,0,16.6465,16.620501,16.6922,16.788799,16.867001
Gaia DR2 1116006982252923136,0,0,0,0,0,19.975401,19.695499,19.674601,19.619499,19.7318
Gaia DR2 1116164074976366464,0,0,0,0,0,20.402399,19.577,19.2526,19.1091,18.9951
Gaia DR2 1116707130641230848,0,0,0,0,0,19.763201,19.2661,19.0634,19.032,18.975201
Gaia DR2 1116797359314558208,0,0,0,0,0,16.7904,16.912901,17.1173,17.3099,17.4028
Gaia DR2 1117334024067935872,0,0,0,0,0,18.8351,18.0674,17.775101,17.6663,17.584
Gaia DR2 1118028984136160128,0,0,0,0,0,20.222601,19.4902,19.261499,19.113701,19.0947
Gaia DR2 1118374024628715264,0,0,0,0,0,19.2847,18.937201,18.7654,18.7568,18.763201
Gaia DR2 1118460924702185088,0,0,0,0,0,18.6448,18.024401,17.7817,17.679399,17.616199
Gaia DR2 1118460924703171584,0,0,0,0,0,17.9303,17.5224,17.413099,17.369699,17.370899
Gaia DR2 1118747824222709632,0,0,0,0,0,20.1075,19.526899,19.296801,19.261101,19.2589
Gaia DR2 1118761258879977984,0,0,0,0,0,17.9158,17.8577,17.8881,17.9582,17.973301
Gaia DR2 1119353178387687168,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1120102942239867264,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1122496712196773504,0,0,0,0,0,17.135099,17.1973,17.320101,17.472799,17.577801
Gaia DR2 1122671504482095104,0,15.7,16.02,16.36,0,15.68939972,15.94760036,16.22520065,16.46509933,16.6215992
Gaia DR2 1123700235048742016,0,0,0,0,0,17.276,16.73,16.506,16.433,16.404
Gaia DR2 1124213908840676864,0,0,0,0,0,18.4245,18.4025,18.495399,18.621,18.680799
Gaia DR2 1124219372039102464,0,0,0,0,0,19.9039,19.2605,18.9736,18.899401,18.759199
Gaia DR2 1124674054457222144,0,0,0,0,0,17.427099,17.4387,17.5282,17.6583,17.762699
Gaia DR2 1127701323501940224,0,0,0,0,0,16.869,16.679,16.673,16.716,16.756
Gaia DR2 1127726921506983808,0,0,0,0,0,0,0,0,0,0
Gaia DR2 112809652491865344,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1128099484150646272,0,0,0,0,0,17.473101,17.481899,17.593599,17.708401,17.790001
Gaia DR2 1128433254648876928,0,0,0,0,0,20.4079,19.4774,19.1826,19.0837,18.893
Gaia DR2 1128888482526203776,0,0,0,0,0,16.9748,16.8487,16.871901,16.934401,16.9893
Gaia DR2 1129251428738666880,0,0,0,0,0,15.82489967,15.90219975,16.05859947,16.25219917,16.37709999
Gaia DR2 1129832000941901056,21.719,19.895,19.078,18.773,18.676,19.791901,19.0665,18.7934,18.672899,18.5732
Gaia DR2 1129892512736965888,0,0,0,0,0,17.8943,17.750601,17.7488,17.781,17.7966
Gaia DR2 113039244263642496,0,0,0,0,0,19.037901,18.789,18.7153,18.756001,18.769899
Gaia DR2 1131045586901378560,0,0,0,0,0,19.2822,18.548599,18.2654,18.131701,18.0893
Gaia DR2 1131229995617244800,19.609,19.136,18.943,18.93,18.892,19.103701,18.9592,18.9461,18.9942,19.105101
Gaia DR2 1131562121144696960,0,0,0,0,0,15.1846,15.1912,15.3043,15.4341,15.5297
Gaia DR2 113243787786327296,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1132614349476009728,19.818,19.125,18.893,18.862,18.946,19.150101,18.8855,18.892599,18.9214,19.093399
Gaia DR2 1132966468074614272,19.947,19.121,18.802,18.695,18.643,19.118099,18.8365,18.728201,18.737301,18.6987
Gaia DR2 1133810794221801856,18.198,17.732,17.628,17.623,17.679,17.735399,17.630301,17.667999,17.742599,17.762199
Gaia DR2 1134097899899377536,20.554,19.503,19.073,18.906,18.918,19.4741,19.068001,18.969999,18.886499,18.8636
Gaia DR2 1134336704377217920,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1134368929515373184,0,0,0,0,0,19.121799,18.751301,18.632601,18.615999,18.5441
Gaia DR2 113477949402940800,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1135534927237104128,0,0,0,0,0,17.5711,17.4377,17.441799,17.507401,17.569401
Gaia DR2 1135554203050782464,0,0,0,0,0,18.857401,18.3598,18.2087,18.194201,18.2806
Gaia DR2 1135692123040556160,0,0,0,0,0,18.5156,18.532801,18.6136,18.7132,18.721201
Gaia DR2 1136073108116352128,0,0,0,0,0,18.286699,17.965,17.917101,17.9848,17.9958
Gaia DR2 1136379940579304576,0,0,0,0,0,18.327101,18.0271,17.944401,17.9354,17.9426
Gaia DR2 1138042677038059904,0,0,0,0,0,17.123699,17.203501,17.3438,17.4835,17.5825
Gaia DR2 1138270374728419840,0,0,0,0,0,20.122601,19.306801,18.9568,18.811899,18.7644
Gaia DR2 1138353770109251200,0,0,0,0,0,17.2922,17.5564,17.848,18.120701,18.239799
Gaia DR2 1139412217554131584,0,0,0,0,0,19.3286,19.200899,19.1957,19.2868,19.3225
Gaia DR2 113951254799398784,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1139736573483618944,0,0,0,0,0,18.422701,18.0842,17.941299,17.941099,17.900299
Gaia DR2 1140089413637064960,0,0,0,0,0,19.9592,19.3018,19.0718,18.9748,18.882099
Gaia DR2 1140292479690791296,0,0,0,0,0,16.7162,16.2272,16.045601,15.9854,15.9585
Gaia DR2 1140399961247676544,0,0,0,0,0,19.297199,18.705,18.433599,18.371901,18.2096
Gaia DR2 1140441566596039040,0,0,0,0,0,19.358601,18.827101,18.623899,18.5748,18.550301
Gaia DR2 1140490739678163840,0,0,0,0,0,18.133301,17.9557,17.928699,17.964199,17.9841
Gaia DR2 1141846540594232064,0,0,0,0,0,18.7505,18.586399,18.5534,18.6045,18.607599
Gaia DR2 1141846540594232192,0,0,0,0,0,15.6844,15.9867,16.285299,16.5431,16.7069
Gaia DR2 1143693887630730240,18.55,18.046,17.917,17.914,17.947,18.045799,17.908701,17.9263,17.9816,18.039801
Gaia DR2 1144574016624837120,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1145020139172129536,17.587,17.143,17.188,17.273,17.366,17.1719,17.1784,17.2932,17.426001,17.512899
Gaia DR2 1145602571097053952,22.10773,19.89427,19.08561,18.79408,18.67823,19.73399925,19.12260056,18.81089973,18.70630074,18.48749924
Gaia DR2 114592338797528320,0,0,0,0,0,17.6528,17.6021,17.6236,17.698099,17.7568
Gaia DR2 1146255612287729280,21.425,20.108,19.464,19.223,18.994,0,0,0,0,0
Gaia DR2 1146403741412820864,0,0,0,0,0,18.247601,17.8407,17.679199,17.669701,17.6245
Gaia DR2 1146602027166665984,0,0,0,0,0,18.639601,18.1751,17.9937,17.948299,17.9114
Gaia DR2 1147159582641349888,0,0,0,0,0,21.3055,18.3885,18.433599,18.5159,18.634199
Gaia DR2 1147768304062974848,0,0,0,0,0,19.788401,19.4037,19.3606,19.333401,19.228901
Gaia DR2 1148253837229014272,0,0,0,0,0,0,0,0,0,0
Gaia DR2 114851999635497344,0,0,0,0,0,19.188499,18.6462,18.4529,18.385,18.3363
Gaia DR2 1151102401274821120,0,0,0,0,0,15.9254,16.1315,16.3808,16.592199,16.7246
Gaia DR2 1151201735278368384,0,0,0,0,0,19.566,19.007401,18.7686,18.695601,18.6015
Gaia DR2 115174122182692352,0,0,0,0,0,19.4247,18.983999,18.868099,18.816999,18.8596
Gaia DR2 1151867347833990272,0,0,0,0,0,19.73,19.386299,19.2381,19.2402,19.2174
Gaia DR2 1152181395842409984,0,0,0,0,0,17.507401,17.505899,17.5853,17.6884,17.691
Gaia DR2 1152639342435435904,0,0,0,0,0,19.847099,19.2353,19.024799,18.9429,18.867901
Gaia DR2 1153282110061189120,21.826,20.11,19.341,19.06,18.9,0,0,0,0,0
Gaia DR2 1153395016166202624,22.221,20.386,19.42,19.085,18.895,0,0,0,0,0
Gaia DR2 115344095513403520,0,0,0,0,0,19.1112,18.8155,18.733601,18.759501,18.669399
Gaia DR2 1153544794556784384,20,19.206,18.858,18.767,18.71,19.19669914,18.88489914,18.78210068,18.7866993,18.78179932
Gaia DR2 1154004081179409920,15.689,15.395,15.697,15.944,16.203,15.42739964,15.69760036,15.96280003,16.20289993,16.34980011
Gaia DR2 1154089117236952960,19.27,18.672,18.427,18.376,18.44,18.66020012,18.44179916,18.40999985,18.44809914,18.43379974
Gaia DR2 115409280235239296,0,0,0,0,0,18.426,17.901,17.669,17.613,17.586
Gaia DR2 1154209685558171520,21.117,19.834,19.258,19.032,18.911,0,0,0,0,0
Gaia DR2 1154456216681249536,18.48964,18.10326,18.0627,18.08993,18.2213,18.09009933,18.08720016,18.11230087,18.2098999,18.27009964
Gaia DR2 1154943403412027520,24.13,18.209,17.981,17.924,17.951,18.2029,17.9995,17.945,17.9832,18.0033
Gaia DR2 1155054660244121600,21.61,19.766,19.046,18.764,18.661,0,0,0,0,0
Gaia DR2 1155374171452070400,21.581,20.392,19.883,19.671,19.398,0,0,0,0,0
Gaia DR2 1157317008497672320,20.11,19.4,19.1,18.99,19.03,19.40040016,19.10840034,19.00449944,18.99559975,19.09880066
Gaia DR2 1158347014670132864,15.75,15.39,15.607,15.85,16.09,15.39509964,15.61999989,15.87240028,16.0897007,16.23670006
Gaia DR2 1158864021358233728,20.686,19.977,19.484,19.352,19.397,19.9179,19.4599,19.349701,19.306999,19.3473
Gaia DR2 1159061967810978432,19.63,18.964,18.703,18.645,18.678,18.9534,18.7456,18.6901,18.699301,18.6971
Gaia DR2 1160021841461912448,19.713,19.114,18.896,18.833,18.847,19.1091,18.9091,18.8493,18.8505,18.905899
Gaia DR2 1160054281350128384,18.90938,18.24025,18.01025,17.86229,17.95818,18.23489952,18.02680016,17.94630051,17.97240067,17.98929977
Gaia DR2 1160308882716770688,21.45,20.14,19.458,19.201,19.066,0,0,0,0,0
Gaia DR2 1160623343042019968,19.57086,19.01612,18.78631,18.7421,18.7452,19.00839996,18.80859947,18.77059937,18.7894001,18.82220078
Gaia DR2 1160939452634666496,20.613,19.518,18.999,18.807,18.64,19.4433,18.9909,18.8253,18.787901,18.7309
Gaia DR2 1161215296909017728,15.68,15.36,15.635,15.91,16.13,15.39280033,15.65779972,15.92210007,16.18580055,16.33720016
Gaia DR2 1161820298887863424,20.76,19.505,18.994,18.751,18.698,0,0,0,0,0
Gaia DR2 1161933582944846336,22.07,20.218,19.389,19.099,19.006,0,0,0,0,0
Gaia DR2 1162235398886850176,22.284,20.688,19.884,19.562,19.401,0,0,0,0,0
Gaia DR2 1162536355835288320,18.93328,18.47493,18.37034,18.38098,18.44344,18.46330071,18.375,18.39590073,18.45870018,18.49939919
Gaia DR2 1163166719594895872,19.46765,18.82854,18.58871,18.50267,18.53521,18.80410004,18.56430054,18.51740074,18.51650047,18.52569962
Gaia DR2 1163809177983446272,20.506,19.335,18.783,18.588,18.524,19.238199,18.7876,18.6061,18.548401,18.5098
Gaia DR2 1163912467652160896,16.36831,16.0134,16.28848,16.51864,16.76487,16.03109932,16.27129936,16.54129982,16.77000046,16.92819977
Gaia DR2 1164185283975493120,17.17,16.703,16.82,16.957,17.138,16.7148,16.815201,16.973801,17.135201,17.2658
Gaia DR2 1164767677244452096,18.2518,17.90368,17.9398,18.02528,18.18518,17.89539909,17.93700027,18.0394001,18.15029907,18.16390038
Gaia DR2 1165354855109711232,14.117,14.101,14.521,15.259,15.131,14.16629982,14.52070045,14.84889984,15.10309982,15.27709961
Gaia DR2 1165926910393567872,18.49015,17.94622,17.77706,17.75835,17.75995,17.92939949,17.7730999,17.75749969,17.76959991,17.81369972
Gaia DR2 1165926910393568384,19.02,18.376,18.105,17.998,18.066,18.3556,18.096201,18.0488,18.0411,18.0609
Gaia DR2 1166063073741131520,20.903,19.671,19.212,19.053,18.955,0,0,0,0,0
Gaia DR2 1166330259362301440,15.58,15.429,15.559,15.715,15.921,15.4699,15.5574,15.7265,15.8953,16.017401
Gaia DR2 1166936944966743168,22.226,20.472,19.608,19.245,19.204,20.362801,19.6175,19.305599,19.1894,19.076099
Gaia DR2 1167866620703225984,19.65616,19.04407,18.81388,18.78911,18.76679,19.03000069,18.82550049,18.78779984,18.80400085,18.82939911
Gaia DR2 1168173070914786816,19.393,18.717,18.434,18.38,18.361,18.676901,18.448799,18.382099,18.395599,18.396799
Gaia DR2 116888119076400256,0,0,0,0,0,0,0,0,0,0
Gaia DR2 1169027631967046784,20.468,19.505,19.058,18.848,18.784,19.425301,19.037901,18.8825,18.838699,18.8515
Gaia DR2 1169663527645706752,22.724,20.672,19.694,19.342,19.284,0,0,0,0,0
Gaia DR2 1170279945646967424,17.613,17.169,17.19406,17.277,17.459,17.18980026,17.20849991,17.32369995,17.43260002,17.52689934
Gaia DR2 1170811039827446528,21.097,20.019,19.494,19.319,19.185,0,0,0,0,0
Gaia DR2 1170894503927889024,16.89,16.68,16.79,16.94,17.13,16.69499969,16.78720093,16.93549919,17.1093998,17.23509979
Gaia DR2 1171041215714699904,22.539,20.262,19.396,18.799,18.421,0,0,0,0,0
Gaia DR2 1171211743096194560,19.41549,18.82897,18.64438,18.59072,18.52903,18.82530022,18.63209915,18.60289955,18.63199997,18.68740082
Gaia DR2 117132318032317184,0,0,0,0,0,18.8888,18.6717,18.582001,18.553801,18.4907
Gaia DR2 1171581179003421312,18.949,18.306,18.037,17.912,17.873,18.32859993,18.06979942,17.98310089,17.95369911,18.01499939
Gaia DR2 1171726623775534080,21.31,19.685,19.062,18.778,18.687,19.5874,19.0439,18.819599,18.7313,18.7008
Gaia DR2 1172289608089050496,16.85,16.8,16.96,17.15,17.37,16.81850052,16.9817009,17.17569923,17.3484993,17.46769905
Gaia DR2 1173230210222240640,18.66898,18.23351,18.16522,18.21153,18.25791,18.25090027,18.16909981,18.2112999,18.29330063,18.40649986
Gaia DR2 1173793121520878464,20.361,19.173,18.654,18.449,18.365,19.09180069,18.62669945,18.45400047,18.38579941,18.39049912
Gaia DR2 1174070610767977728,18.05,17.76,17.83,17.96,18.2,17.73959923,17.8260994,17.98520088,18.14539909,18.24959946
Gaia DR2 1174809276422844160,23.951,21.465,20.275,19.814,19.569,0,0,0,0,0
Gaia DR2 1174996090320432000,18.97557,18.52055,18.39433,18.3925,18.47875,18.51670074,18.39080048,18.40360069,18.4496994,18.48430061
Gaia DR2 1175204104176381696,20.185,18.814,18.651,18.673,18.748,18.76959991,18.62179947,18.68059921,18.7635994,18.88260078
Gaia DR2 1175242896321238400,19.141,18.447,18.151,18.07,18.091,18.403099,18.1471,18.0739,18.1012,18.095699
Gaia DR2 1176312965948448512,19.16,18.575,18.34,18.277,18.429,18.518,18.3333,18.294399,18.3423,18.3888
Gaia DR2 1176494381072110848,18.85612,18.26137,18.0269,17.98095,17.98542,18.20969963,18.03619957,17.97570038,18.00519943,18.02149963
Gaia DR2 117651695542992256,0,0,0,0,0,18.02420044,17.95509911,17.97039986,18.03540039,18.10140038
Gaia DR2 1176717792385803136,15.027,14.815,14.586,14.913,14.89,0,0,0,0,0
Gaia DR2 1176784239825009280,17.50015,17.02648,17.09717,17.18794,17.35318,17.02479935,17.08830071,17.20269966,17.34140015,17.38299942
Gaia DR2 1176899898999183360,15.915,15.663,15.98,16.23,16.505,15.6837,15.9748,16.2593,16.508499,16.6521
Gaia DR2 117911562539967488,0,0,0,0,0,17.643299,17.346201,17.234501,17.2313,17.2307
Gaia DR2 1179626958418884864,20.108,18.827,18.257,18.003,17.951,18.7635994,18.25989914,18.05019951,17.95960045,17.95879936
Gaia DR2 1179764607826002688,16.63,16.25,16.33,16.46,16.61,16.25390053,16.34049988,16.46579933,16.63339996,16.75650024
Gaia DR2 1180176920390835072,22.702,20.373,19.295,18.878,18.695,0,0,0,0,0
Gaia DR2 1181607110141081984,20.632,19.585,19.12,18.906,18.85,0,0,0,0,0
Gaia DR2 1182083542272959232,22.289,19.655,18.865,18.758,18.757,0,0,0,0,0
Gaia DR2 118221002047148800,0,0,0,0,0,18.214701,17.787001,17.618999,17.5718,17.5492
Gaia DR2 1183271186629536512,21.35,19.569,18.746,18.428,18.304,19.456499,18.7307,18.438999,18.3223,18.237
Gaia DR2 1183473535423719296,18.388,17.654,17.381,17.29,17.285,17.653299,17.403,17.319799,17.3251,17.337999
Gaia DR2 1183956427187401344,17.76545,17.33906,17.23562,17.26375,17.35332,17.33239937,17.25139999,17.27829933,17.3567009,17.41309929
Gaia DR2 1186165582270482688,19.14438,18.53467,18.33616,18.26522,18.28938,18.50959969,18.34329987,18.27700043,18.30830002,18.32390022
Gaia DR2 1186502513864638464,21.331,19.312,18.541,18.226,18.133,19.223,18.540501,18.2652,18.160299,18.0875
Gaia DR2 1186846832802736384,21.424,20.04,19.362,19.129,19.034,0,0,0,0,0
Gaia DR2 1188277434870033024,20.304,19.445,19.055,18.918,18.854,19.366301,19.0543,18.9245,18.8985,18.945601
Gaia DR2 118891502277780352,0,0,0,0,0,17.6628,17.6681,17.7353,17.869801,17.9522
Gaia DR2 1189269297437549056,20.484,19.534,19.151,18.972,18.978,19.4741,19.112301,18.980499,18.9482,18.9928
Gaia DR2 1191742717564070528,21.056,19.128,18.274,17.968,17.803,0,0,0,0,0
Gaia DR2 1192479390353665280,17.7721,17.34316,17.33744,17.37288,17.49907,17.35110092,17.33419991,17.38739967,17.49580002,17.55240059
Gaia DR2 1192764133804981376,14.93,14.95,15.34,15.64,15.94,14.98560047,15.3263998,15.67370033,15.91829968,16.08469963
Gaia DR2 1193564608330862848,21.778,20.323,19.68,19.428,19.32,0,0,0,0,0
Gaia DR2 1193808772927091712,17.06,16.86,16.97,17.09,17.28,16.89830017,16.96299934,17.10390091,17.23940086,17.34679985
Gaia DR2 1193974077628437760,16.8721,16.56,16.58,16.64,16.77,16.59989929,16.57869911,16.65270042,16.75219917,16.8173008
Gaia DR2 1194922711349401856,22.548,20.36,19.545,19.249,19.118,0,0,0,0,0
Gaia DR2 1196295211098415616,20.812,19.68,19.184,18.987,18.893,19.609501,19.179899,18.990499,18.938801,18.9102
Gaia DR2 1197139189352207232,20.838,19.443,18.777,18.536,18.483,19.330299,18.7861,18.547501,18.454599,18.4678
Gaia DR2 1197240000824171648,20.332,19.401,18.922,18.758,18.59,19.3367,18.9268,18.7456,18.723,18.701401
Gaia DR2 1198427031003111552,18.12522,17.61804,17.45522,17.44412,17.51639,17.62779999,17.47299957,17.4605999,17.50600052,17.56909943
Gaia DR2 1198632983274798336,15.89441,15.57197,15.87402,16.122,16.37301,15.62170029,15.88819981,16.15360069,16.38619995,16.54770088
Gaia DR2 1198984345958836864,19.22,18.67,17.86,17.74,17.84,18.64570045,17.87619972,17.74740028,17.81410027,17.93440056
Gaia DR2 1199192840852373376,18.42,17.43,16.97,16.79,16.75,17.38949966,16.97979927,16.81430054,16.76799965,16.75939941
Gaia DR2 1199686173677816576,18.55876,18.14071,18.06676,18.07483,18.1712,18.14340019,18.06879997,18.09550095,18.1760006,18.19099998
Gaia DR2 1199771832505966208,22.151,20.429,19.573,19.274,19.102,20.301901,19.5709,19.2785,19.1693,19.099199
Gaia DR2 1200156524136106624,23.193,20.532,19.704,19.388,19.134,0,0,0,0,0
Gaia DR2 1200416902234462464,20.15449,19.44482,19.11485,18.99241,18.98027,19.38769913,19.12310028,19.02050018,18.99620056,18.98500061
Gaia DR2 1200578152485877376,19.15655,18.58784,18.37739,18.33385,18.39352,18.56819916,18.38190079,18.34420013,18.38249969,18.41790009
Gaia DR2 1201036206454896000,17.61,16.83,16.48,16.35,16.36,16.802,16.505,16.379,16.377,16.378
Gaia DR2 1201115779312352256,18.95,18.391,18.288,18.257,18.396,18.3997,18.2714,18.267099,18.3109,18.3634
Gaia DR2 1201304517354978688,20.701,19.502,18.995,18.786,18.681,19.452299,18.965401,18.782499,18.7164,18.739201
Gaia DR2 1202552914026910976,18.674,17.592,17.418,17.468,17.654,17.57640076,17.43180084,17.50049973,17.61660004,17.6882
Gaia DR2 1202662482934564736,22.205,20.035,19.366,19.125,19.016,19.8978,19.3428,19.092899,19.0047,18.932899
Gaia DR2 1202662487232814848,22.887,20.477,19.664,19.358,19.256,0,0,0,0,0
Gaia DR2 1202826348825240832,15.221,15.045,16.641,15.36,15.376,14.7258997,14.96100044,15.22309971,15.44950008,15.59799957
Gaia DR2 1203132627235232256,20.46407,19.44991,19.02616,18.82029,18.7467,19.42550087,19.02420044,18.83729935,18.82679939,18.78030014
Gaia DR2 1203637376090060928,17.00119,16.50894,16.43425,16.47834,16.55659,16.532,16.451,16.471,16.533,16.594
Gaia DR2 1204051067339635072,16.33,16.19,16.29,16.45,16.65,16.17359924,16.29129982,16.44879913,16.61100006,16.73259926
Gaia DR2 1204095391402194944,17.6806,17.23462,17.26443,17.3279,17.48206,17.23469925,17.26199913,17.34609985,17.46139908,17.50939941
Gaia DR2 1204316668115496704,16.819,16.418,16.644,16.86,17.115,16.434,16.6434,16.879801,17.1022,17.2391
Gaia DR2 1204450911613674624,21.133,20.232,21.916,21.176,18.437,0,0,0,0,0
Gaia DR2 1205467268384479872,21.098,20.017,19.44,19.171,19.153,19.8965,19.430401,19.2048,19.0993,19.0762
Gaia DR2 1206198924646506240,21.505,19.961,19.275,19.058,18.924,19.864799,19.2768,19.0291,18.9491,18.892599
Gaia DR2 1206715626392179072,20.029,18.48,17.821,17.593,17.464,18.3988,17.847799,17.610701,17.5357,17.510599
