designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,su,sg,sr,si,sz
Gaia DR2 1991357777161163904,1991357777161163904,352.6707207,51.36411329,19.07214243,0.037290832,160.2850404,69.10345932,15.079753,14.981257,15.122814,-0.14155674,14.876,14.923,15.205,15.431,15.672
Gaia DR2 2011052195072984064,2011052195072984064,354.681938,58.82398672,11.55605855,0.199096953,160.1736874,13.22568409,18.672087,18.896338,18.25576,0.6405773,0,0,0,0,0
Gaia DR2 426732767830736768,426732767830736768,12.59727068,59.38508317,21.29000635,0.117785823,160.1576168,-161.7125241,17.633993,17.98123,17.100574,0.8806553,0,0,0,0,0
Gaia DR2 1558872261424381184,1558872261424381184,206.7966336,50.60114568,16.58435553,0.154709916,160.1265296,-178.699147,18.559507,18.950525,17.931238,1.0192871,20.71211,19.14338,18.49451,18.24179,18.15052
Gaia DR2 1984852443596888704,1984852443596888704,345.8808313,48.72275775,10.68704864,0.246368863,159.995639,69.67418782,19.10502,19.323303,18.615355,0.7079487,0,0,0,0,0
Gaia DR2 2130896518664155648,2130896518664155648,287.6216139,47.8391535,17.69267159,0.068214923,159.8916167,-27.26541067,17.273289,17.473663,16.907106,0.56655693,0,0,0,0,0
Gaia DR2 1989069757881920896,1989069757881920896,345.0781593,50.95017944,11.14350777,0.204128551,159.8904918,-30.6104224,18.727081,19.034462,18.283098,0.75136375,0,0,0,0,0
Gaia DR2 5142336825646176256,5142336825646176256,25.66775952,-17.23666474,24.82569446,0.132113523,159.851594,-73.47522466,17.389296,17.728262,16.84438,0.8838825,18.871,17.855,17.347,17.187,17.082
Gaia DR2 1904585689586580736,1904585689586580736,340.2702408,36.77762357,19.18478703,0.088531361,159.7589363,41.21860235,17.0452,17.190325,16.732193,0.4581318,0,0,0,0,0
Gaia DR2 2934561075286451840,2934561075286451840,107.2016347,-17.63676477,18.20854917,0.408981942,159.6555699,144.9414708,19.575096,20.246815,18.837473,1.4093418,0,0,0,0,0
Gaia DR2 850558899345419520,850558899345419520,159.7887094,55.11129948,11.9696777,0.628803153,159.3724474,-26.28637994,19.942858,20.458838,19.12344,1.3353977,23.043,20.85,19.835,19.476,19.388
Gaia DR2 14862584004642688,14862584004642688,46.8000737,9.612357524,20.60408401,0.134508958,159.348154,-275.1972063,17.507395,17.732626,17.1804,0.5522251,18.535,17.701,17.477,17.471,17.555
Gaia DR2 4334641562477923712,4334641562477923712,253.3973867,-10.02211168,30.60076303,0.061181678,159.2697691,-210.9802677,15.717544,15.846126,15.393645,0.45248032,16.406,15.879,15.773,15.757,15.82
Gaia DR2 483864521578673024,483864521578673024,73.31045991,67.43232191,18.89078569,0.193104721,158.8106472,-157.1625453,18.464407,18.882353,17.830795,1.0515575,0,0,0,0,0
Gaia DR2 2744818284959641472,2744818284959641472,357.280729,6.315499748,11.04673461,0.410973649,158.6139022,-18.7599102,19.12285,19.639593,18.338861,1.3007317,21.89,19.982,19.045,18.733,18.481
Gaia DR2 5093305994390659072,5093305994390659072,64.16360103,-18.44514271,10.14679485,0.609813473,158.6061829,-143.3757431,20.18869,20.409878,19.874067,0.5358105,0,0,0,0,0
Gaia DR2 687914432080614528,687914432080614528,139.0895377,25.67400414,21.60866157,0.17558301,158.6039406,-173.3699736,17.654997,18.123014,17.07011,1.0529041,21.256,18.355,17.473,17.386,17.526
Gaia DR2 447366340472109440,447366340472109440,45.24918492,54.5430413,20.68095527,0.066234326,158.52744,-168.2352529,16.602459,16.722286,16.323217,0.39906883,0,0,0,0,0
Gaia DR2 2863526233218817024,2863526233218817024,3.332507251,32.77026583,11.13626021,0.078822299,158.4838573,-31.82649167,16.701942,16.716946,16.632965,0.08398056,17.116,16.652,16.73,16.925,17.097
Gaia DR2 136692075844561280,136692075844561280,44.00307595,33.25189269,19.39268997,0.206545815,158.0231612,-174.8387105,18.46805,19.004663,17.837833,1.1668301,21.044,19.181,18.423,18.136,18.013
Gaia DR2 393365609282766848,393365609282766848,1.419398871,48.41827911,21.14883473,0.086061397,157.8634101,-17.04495009,16.946371,17.126354,16.594799,0.5315552,0,0,0,0,0
Gaia DR2 5719354789831284736,5719354789831284736,117.9020444,-15.55591142,10.34121697,0.962111376,157.0282733,-64.02045453,20.554523,21.191553,19.647516,1.5440369,0,0,0,0,0
Gaia DR2 2551087359802740096,2551087359802740096,10.36603974,3.485019611,13.59518143,0.112107725,156.918712,-86.91682637,16.943892,17.006191,16.735113,0.2710781,17.406,16.976,16.977,17.043,17.136
Gaia DR2 1817805463052538240,1817805463052538240,311.036858,21.20186492,10.69383047,0.579715303,156.4445115,-165.0325548,19.958088,20.60654,19.204393,1.4021473,0,0,0,0,0
Gaia DR2 1934078645891753984,1934078645891753984,340.9284675,43.55118786,19.86940516,0.100671135,156.3937445,98.04306516,17.484198,17.644423,17.15916,0.48526192,0,0,0,0,0
Gaia DR2 5764485618978306176,5764485618978306176,134.8044886,-0.979087393,54.7274392,0.065102505,156.325351,-119.567401,16.116474,16.59983,15.484222,1.1156082,18.41,16.77,16.07,15.798,15.706
Gaia DR2 859082970614616448,859082970614616448,171.7196261,59.32118347,39.36124393,0.034362635,156.2289394,-54.45050379,15.142608,15.163187,15.055607,0.107580185,15.44753,15.11425,15.20598,15.332,15.51365
Gaia DR2 1950918014363291136,1950918014363291136,324.2326548,35.35802007,11.3350426,0.384152137,155.8978562,-15.45568621,19.595901,20.035114,18.880634,1.15448,0,0,0,0,0
Gaia DR2 2389966854309408512,2389966854309408512,358.948892,-19.27342161,14.78051569,0.093202744,155.8440056,12.4554398,16.715696,16.785389,16.535917,0.24947166,17.202,16.736,16.676,16.835,16.905
Gaia DR2 2477507320117546240,2477507320117546240,22.14106335,-7.516195459,10.41177876,0.535059296,155.7608864,7.64275872,19.43863,19.82075,18.947813,0.87293625,20.819,19.848,19.415,19.245,19.037
Gaia DR2 439319598985604480,439319598985604480,45.44396243,49.61608294,17.47959341,0.044060767,155.5916586,-112.4746825,14.930337,14.840443,15.033377,-0.19293404,0,0,0,0,0
Gaia DR2 226831138597060992,226831138597060992,60.0509443,39.71359115,10.94699974,0.620351948,155.4756476,-72.75613578,20.092056,20.62228,19.307568,1.3147125,0,0,0,0,0
Gaia DR2 3229873238328746112,3229873238328746112,71.93637703,-0.080755632,10.33775477,0.83233058,155.4746255,-36.17110375,20.174173,20.653332,19.409897,1.2434349,22.902,25.114,20.417,19.866,19.68
Gaia DR2 969383155320001408,969383155320001408,93.61984108,49.22426734,19.93897802,0.199934993,155.4686308,-150.2043552,18.052677,18.335537,17.553404,0.7821331,0,0,0,0,0
Gaia DR2 44961023325490176,44961023325490176,56.66331003,19.03674998,13.01717796,0.362466866,155.4472546,-9.705249535,18.918577,19.294622,18.360228,0.93439484,0,0,0,0,0
Gaia DR2 2465343629137442816,2465343629137442816,26.58380258,-8.438488685,13.97429346,0.146664375,155.2550301,-118.4891412,17.592024,17.68511,17.328375,0.35673523,18.06593,17.67961,17.6059,17.62434,17.69395
Gaia DR2 3573552119011680000,3573552119011680256,177.0786011,-12.55135085,11.18054717,0.787294991,155.1633624,-130.7189054,20.12099,20.613424,19.292519,1.3209057,0,0,0,0,0
Gaia DR2 2413565565001399680,2413565565001399680,349.503389,-10.81367673,10.55791971,0.470723102,154.9337162,-13.85042347,19.418663,19.878391,18.817005,1.0613861,21.32,19.896,19.314,19.135,19.002
Gaia DR2 1995699675562032768,1995699675562032768,350.2184774,53.42580813,22.55794635,0.087339687,154.8980317,4.994902584,17.10646,17.222801,16.759022,0.46377945,17.771,17.236,17.082,17.01,17.124
Gaia DR2 3651028381228835456,3651028381228835456,223.1046725,-0.192384419,22.69916436,0.226794666,154.8644217,131.1183797,17.858524,18.143175,17.2537,0.88947487,19.89759,18.43833,17.81733,17.594,17.467
Gaia DR2 1038928502726153984,1038928502726153984,140.6846542,59.94851447,12.5708452,0.440125472,154.8418935,41.22948805,19.613613,19.99585,18.89531,1.1005402,22.208,20.392,19.525,19.17,19.015
Gaia DR2 502760075577055104,502760075577055104,85.08186271,74.54563456,10.83980524,0.501509667,154.6768976,-130.3372763,19.99866,20.448977,19.265854,1.1831226,0,0,0,0,0
Gaia DR2 45293488153371776,45293488153371776,62.85089394,15.97936574,12.36162964,0.283354893,154.4378516,37.89280932,18.75546,19.01875,18.239794,0.77895546,19.932,19.06,18.703,18.606,18.545
Gaia DR2 531635449948957568,531635449948957568,22.99678361,68.25144274,12.92125112,0.229858751,154.0723453,-112.2745838,18.798933,19.119253,18.26982,0.8494339,0,0,0,0,0
Gaia DR2 357799539156256512,357799539156256512,28.20674093,49.60628691,18.47207735,0.190505932,153.8682802,-80.79383315,17.662245,17.810837,17.332243,0.47859383,0,0,0,0,0
Gaia DR2 1683086014153625344,1683086014153625344,188.9672152,69.65539634,20.72407679,0.114808384,153.6242829,-55.47568895,17.98657,18.375088,17.337034,1.0380535,0,0,0,0,0
Gaia DR2 56048945255703680,56048945255703680,50.29464289,17.95173885,17.28537647,0.215814995,153.4758748,37.23047102,18.510204,18.924332,17.914785,1.0095463,20.44,19.03,18.45,18.23,18.18
Gaia DR2 6609523178953333888,6609523178953333888,343.4440548,-27.75077593,16.68194954,0.126463738,153.365084,-119.8404236,17.388973,17.545462,17.111559,0.43390274,0,0,0,0,0
Gaia DR2 4194084458455944448,4194084458455944448,293.9129407,-10.10110523,20.21093403,0.247618756,153.0785545,-100.0117261,18.49383,18.982635,17.785734,1.1969013,0,0,0,0,0
Gaia DR2 2872373629627611520,2872373629627611520,354.0732516,32.8739572,17.22098179,0.167378893,153.0453217,-37.96369222,17.891474,18.064283,17.531576,0.5327072,18.69,18.094,17.907,17.863,17.853
Gaia DR2 36918203143996544,36918203143996544,57.53977038,11.97049231,12.66326421,0.431992657,153.0381328,-32.65218262,19.389885,19.79125,18.698965,1.0922852,22.223,20.111,19.298,19.003,18.868
Gaia DR2 2358268380756884480,2358268380756884480,17.96737031,-17.82818848,13.8068401,0.097026032,152.8481624,29.97272731,16.861032,16.8797,16.796324,0.08337593,0,0,0,0,0
Gaia DR2 2518822538978075904,2518822538978075904,30.56393047,4.725541494,16.26779336,0.081620841,152.7635676,59.38742834,16.254309,16.30921,16.113405,0.1958046,16.728,16.256,16.288,16.408,16.563
Gaia DR2 5162179982575246464,5162179982575246464,52.32052471,-11.17093713,17.57762502,0.279616679,152.7357081,126.9173756,18.867476,19.297699,18.295101,1.0025978,0,0,0,0,0
Gaia DR2 2774460229385992320,2774460229385992320,11.55766411,10.96937141,11.46623318,0.850637508,152.7199282,-98.77215198,19.910168,20.385574,19.202759,1.1828156,22.7,20.525,19.835,19.548,19.381
Gaia DR2 3139502934532070400,3139502934532070400,109.2813757,3.955278559,11.7173161,0.441135647,152.6037872,-332.0983694,19.699781,20.315823,18.994688,1.3211346,0,0,0,0,0
Gaia DR2 2358491989638597248,2358491989638597248,17.84397819,-17.19334687,13.95550016,0.293449037,152.5451152,187.9893341,18.934723,19.326653,18.347961,0.9786911,0,0,0,0,0
Gaia DR2 1795603162191997824,1795603162191997824,329.4941988,24.47914524,13.33170448,0.498661925,152.4922916,38.14342351,19.665268,20.198792,19.119295,1.0794964,21.35,20.182,19.593,19.307,19.149
Gaia DR2 2074576303279603840,2074576303279603840,302.3761892,41.06287289,15.12547404,0.143689479,152.2437944,103.9475386,18.189867,18.333717,17.824749,0.50896835,0,0,0,0,0
Gaia DR2 1427746463194276736,1427746463194276736,242.3348515,52.37886534,20.58074859,0.125984098,152.2250454,282.4163267,18.053667,18.256811,17.625525,0.6312866,18.94688,18.28894,17.99212,17.86191,17.83182
Gaia DR2 2914172491871148160,2914172491871148160,86.82148922,-25.88299984,20.05388036,0.105243402,152.1180737,-262.7126972,17.732477,18.069347,17.20289,0.866457,0,0,0,0,0
Gaia DR2 2192180273139586176,2192180273139586176,317.4272478,59.54697589,10.75768411,0.226574404,151.9896315,71.62040184,18.565235,18.640062,18.272665,0.3673973,0,0,0,0,0
Gaia DR2 2068709755916919552,2068709755916919552,305.3212169,42.08754256,15.15878655,0.133611275,151.9807914,204.848775,18.139832,18.430899,17.649652,0.7812462,19.291,18.493,18.107,17.971,17.989
Gaia DR2 2567842095943560448,2567842095943560448,30.0952865,7.249603216,10.20353724,0.255434592,151.9018507,-106.6164728,18.659935,18.809076,18.319925,0.489151,19.28,18.83,18.63,18.6,18.7
Gaia DR2 2377801239183645696,2377801239183645696,11.53851608,-10.32717014,12.41964083,0.356063142,151.841625,-34.88896351,19.262362,19.718712,18.578564,1.1401482,21.561,19.933,19.192,18.932,18.74
Gaia DR2 2195006052383829120,2195006052383829120,311.0762852,61.34552611,10.55606825,0.363973733,151.6070667,173.4436942,19.646786,20.16343,18.95178,1.211649,0,0,0,0,0
Gaia DR2 2304145157102714496,2304145157102714496,311.9494806,86.84697042,14.38361082,0.229446115,151.5606427,98.75294708,19.112669,19.592813,18.483038,1.1097755,0,0,0,0,0
Gaia DR2 991590094746667136,991590094746667136,102.1489354,51.32795342,11.11257643,0.590169947,151.3940953,-121.8832341,20.050018,20.399586,19.322384,1.0772018,0,0,0,0,0
Gaia DR2 3276414466021403264,3276414466021403264,56.77823419,5.336987606,13.74597037,0.177880982,151.0934254,-52.5217825,18.047544,18.18556,17.751131,0.43442917,18.636,18.191,18.051,18.06,18.15
Gaia DR2 548423278811480960,548423278811480960,40.3831922,74.71391677,20.58623936,0.042305516,151.0280148,-293.8849978,15.945726,16.015306,15.782577,0.23272991,16.41,16,16,16.08,16.21
Gaia DR2 3179926303432432896,3179926303432432896,72.09624969,-13.06929169,13.59007732,0.296780633,151.0248921,-103.6076962,19.208717,19.63878,18.502539,1.1362419,0,0,0,0,0
Gaia DR2 2015503116924956800,2015503116924956800,353.1647198,61.30799431,16.73629367,0.099148354,150.535037,6.753098105,17.384518,17.469086,17.162735,0.3063507,0,0,0,0,0
Gaia DR2 2281284871549777536,2281284871549777536,345.6612803,76.50124931,15.72672814,0.082181229,150.4422403,44.9778331,16.230028,16.169495,16.218658,-0.04916382,0,0,0,0,0
Gaia DR2 2766498012855959424,2766498012855959424,359.1559646,11.72664467,12.8273879,0.071889773,150.3190519,198.7179107,16.354431,16.345037,16.36114,-0.016101837,16.664,16.242,16.445,16.621,16.88
Gaia DR2 2485921779525500288,2485921779525500288,22.11500147,-0.753650614,22.07685779,0.119127173,150.2880653,-41.67941801,17.46495,17.796211,16.92791,0.8683014,18.9209,17.90525,17.4567,17.28354,17.26211
Gaia DR2 502957510928687616,502957510928687616,86.77542614,75.52758948,13.62235297,0.23760943,150.1436549,-19.77333033,19.06094,19.445518,18.475527,0.9699917,0,0,0,0,0
Gaia DR2 519937917539079296,519937917539079296,26.02009919,67.84495185,11.27823246,0.216656497,150.0734259,-29.5910737,18.88406,19.089901,18.39813,0.69177055,0,0,0,0,0
Gaia DR2 5078232922629733120,5078232922629733120,44.9883955,-23.18273714,11.59916157,0.282482817,149.7321567,14.61637631,18.787586,18.985765,18.415623,0.57014275,0,0,0,0,0
Gaia DR2 533215241996857216,533215241996857216,17.04912062,70.3244023,10.84557928,0.393510148,149.7109728,-34.0320369,19.618927,19.96933,18.970407,0.99892235,0,0,0,0,0
Gaia DR2 4260066121183996032,4260066121183996032,281.8552375,-1.177788808,13.559664,0.130211891,149.4047268,-71.25172534,17.050459,17.127926,16.846785,0.28114128,0,0,0,0,0
Gaia DR2 2989049057626796416,2989049057626796416,79.71007561,-11.91692318,12.76645283,0.695933807,149.326232,-485.2799965,20.166407,20.944984,19.20395,1.7410336,0,0,0,0,0
Gaia DR2 502957442209211136,502957442209211136,86.78000275,75.51743746,13.38021908,0.24304029,149.2649297,-20.66274892,19.15288,19.603268,18.647741,0.95552635,0,0,0,0,0
Gaia DR2 3175748124887027328,3175748124887027328,66.80051471,-14.90835954,12.7080818,0.207267523,148.6833568,-166.0547434,18.59047,18.840775,18.145609,0.69516563,0,0,0,0,0
Gaia DR2 4094710120820059008,4094710120820059008,272.8845721,-19.46891726,18.4025465,0.058959404,148.5218603,-89.56110914,15.66315,15.673733,15.6003065,0.07342625,0,0,0,0,0
Gaia DR2 3166841329084630784,3166841329084630784,111.767933,14.57738637,32.01288039,0.098759352,148.515836,-110.5859077,16.719366,17.04889,16.204294,0.84459496,18.2,17.13,16.69,16.51,16.45
Gaia DR2 2375576682347401216,2375576682347401216,8.804324443,-12.41977238,18.95595469,0.120535968,148.5108921,-150.6946072,16.90422,16.983284,16.665714,0.31756973,0,0,0,0,0
Gaia DR2 2213204962686283776,2213204962686283776,346.9108298,68.0688966,13.18247054,0.136561759,148.3315758,29.92061742,18.239864,18.388956,17.910082,0.4788742,0,0,0,0,0
Gaia DR2 4274460613871340672,4274460613871340672,272.937649,-0.222721872,14.68967687,0.2665743,148.322839,-20.56169375,18.19186,18.542177,17.578037,0.96413994,0,0,0,0,0
Gaia DR2 6852661277576316160,6852661277576316160,303.990222,-23.01084815,14.1856841,0.240126119,148.0683485,-120.5116126,18.291698,18.550545,17.739832,0.8107128,0,0,0,0,0
Gaia DR2 339985316184848384,339985316184848384,35.74522609,44.51401638,13.66053831,0.53074139,148.0016382,29.87214958,19.218018,19.716555,18.640703,1.0758514,20.65,19.626,19.171,18.971,18.883
Gaia DR2 1099671469279607168,1099671469279607168,107.8308051,63.36775528,11.92678707,0.204908312,147.9785799,-101.1500639,18.137783,18.34871,17.778414,0.57029533,0,0,0,0,0
Gaia DR2 2158285185808357504,2158285185808357504,275.3339439,61.01571013,72.91951511,0.027110501,147.8998134,-698.5342574,15.413071,15.924987,14.746086,1.1789007,0,0,0,0,0
Gaia DR2 2597045159136913536,2597045159136913536,342.6164647,-14.70855286,11.07672586,0.652819777,147.7531202,2.825444072,19.889605,20.28578,19.160858,1.1249218,0,0,0,0,0
Gaia DR2 203678825329613312,203678825329613312,71.94956414,42.41021965,10.42508476,0.17063394,147.6242376,-122.7673876,17.892181,17.803724,17.99653,-0.19280624,0,0,0,0,0
Gaia DR2 5040463323825665408,5040463323825665408,20.00990665,-24.63084956,14.89380331,0.293915221,147.5594211,-62.60434022,18.943796,19.424248,18.279034,1.1452141,0,0,0,0,0
Gaia DR2 509163429445659008,509163429445659008,24.62470131,59.23004191,11.89740323,0.23433803,147.4181205,-40.29530596,18.453112,18.685484,18.053701,0.63178253,19.366,18.701,18.455,18.358,18.393
Gaia DR2 2519592124102911872,2519592124102911872,30.32968648,6.165494652,13.05399246,0.47945383,147.3723757,-143.9856153,19.37881,19.912642,18.71821,1.1944313,21.67,20.097,19.296,19.016,18.905
Gaia DR2 987361166866000128,987361166866000128,109.746774,55.23376447,10.41048593,0.676507249,147.3185308,-187.6252252,19.89079,20.43109,19.288296,1.1427937,0,0,0,0,0
Gaia DR2 636189900416251136,636189900416251136,136.604675,18.84929395,12.6814766,0.417866619,147.2146894,-71.1918181,19.410547,19.578634,18.869207,0.7094269,20.969,19.865,19.368,19.157,19.105
Gaia DR2 2785252515833393664,2785252515833393664,16.27210232,18.18993285,13.67288648,0.306442416,147.1359637,-10.36118847,18.683064,19.025036,18.180779,0.84425735,20.049,19.093,18.627,18.446,18.423
Gaia DR2 5146693601816152064,5146693601816152064,36.33986319,-14.34019541,10.78978988,0.176957617,147.0481263,17.10938204,18.107843,18.252377,17.787374,0.46500206,0,0,0,0,0
Gaia DR2 5035875031739240832,5035875031739240832,23.15772562,-27.74151307,14.92660508,0.058275416,147.0371145,-122.1164487,16.40209,16.381971,16.318073,0.06389809,0,0,0,0,0
Gaia DR2 3287489258235171328,3287489258235171328,67.57339811,8.47952671,11.95769466,0.519269462,146.8087758,-46.81243885,19.598837,20.2223,18.891064,1.3312359,21.676,20.314,19.507,19.22,19.075
